0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
18.73601701,2.072186213,6.561923009,19.68576903,25.90232767,5.007783349,9.670202329,5.353147718,7.079969562,3.021938228,7.7706983,2.762914951,8.202403761,1.899504029,15.10969114,2.762914951,7.511675023,3.021938228,2.072186213,9.152155775
18.74137139,2.072778402,6.563798274,19.69139482,25.90973003,5.009214472,9.672965877,5.354677539,7.081992875,3.022801837,7.772919009,2.763704536,8.204747842,1.900046869,15.11400918,2.763704536,7.513821708,3.022801837,2.072778402,9.154771277
18.70887755,2.069184614,6.552417943,19.65725383,25.86480767,5.000529483,9.656194864,5.345393585,7.069714097,3.017560895,7.759442301,2.758912818,8.190522429,1.896752563,15.08780447,2.758912818,7.500794225,3.017560895,2.069184614,9.13889871
18.68795645,2.06687076,6.54509074,19.63527222,25.8358845,4.99493767,9.645396879,5.33941613,7.06180843,3.014186525,7.75076535,2.75582768,8.181363425,1.89463153,15.07093262,2.75582768,7.492406505,3.014186525,2.06687076,9.128679189
18.64817107,2.062470533,6.531156689,19.59347007,25.78088167,4.984303789,9.624862489,5.328048878,7.046774322,3.007769528,7.7342645,2.749960711,8.163945861,1.890597989,15.03884764,2.749960711,7.476455683,3.007769528,2.062470533,9.109244855
18.65983165,2.063760183,6.535240579,19.60572174,25.79700229,4.987420442,9.630880854,5.331380473,7.051180625,3.009650267,7.739100686,2.751680244,8.169050724,1.891780168,15.04825133,2.751680244,7.481130663,3.009650267,2.063760183,9.114940808
18.63965173,2.061528302,6.528172957,19.58451887,25.76910378,4.98202673,9.62046541,5.325614781,7.043555032,3.006395441,7.730731133,2.748704403,8.160216196,1.889734277,15.0319772,2.748704403,7.473040095,3.006395441,2.061528302,9.105083335
18.61160307,2.058426146,6.518349461,19.55504838,25.73032682,4.974529852,9.60598868,5.317600876,7.032955998,3.001871462,7.719098046,2.744568194,8.147936827,1.886890634,15.00935731,2.744568194,7.461794778,3.001871462,2.058426146,9.091382143
18.53901108,2.050397538,6.492925538,19.47877661,25.62996923,4.955127384,9.568521845,5.296860307,7.005524923,2.990163077,7.688990769,2.733863384,8.116156922,1.879531077,14.95081538,2.733863384,7.432691076,2.990163077,2.050397538,9.055922461
18.57171169,2.054014196,6.504378287,19.51313486,25.67517745,4.96386764,9.58539958,5.306203339,7.017881836,2.995437369,7.702553234,2.738685594,8.130472858,1.882846346,14.97718684,2.738685594,7.44580146,2.995437369,2.054014196,9.071896031
18.48700652,2.044645882,6.47471196,19.42413588,25.55807353,4.941227549,9.541680784,5.282001863,6.985873431,2.981775245,7.667422058,2.72619451,8.093389951,1.874258725,14.90887622,2.72619451,7.411841323,2.981775245,2.044645882,9.030519313
18.46503568,2.042215928,6.467017105,19.40105131,25.5276991,4.935355159,9.530340997,5.27572448,6.977571087,2.978231561,7.65830973,2.72295457,8.083771381,1.872031267,14.89115781,2.72295457,7.403032739,2.978231561,2.042215928,9.019787015
18.50992444,2.047180583,6.482738513,19.44821554,25.58975729,4.947353076,9.553509388,5.28854984,6.994533659,2.985471684,7.676927187,2.729574111,8.103423142,1.876582201,14.92735842,2.729574111,7.421029614,2.985471684,2.047180583,9.041714242
18.46401742,2.042103309,6.466660479,19.39998144,25.52629137,4.935082997,9.529815443,5.275433549,6.977186306,2.978067326,7.65788741,2.722804412,8.083325599,1.871928033,14.89033663,2.722804412,7.402624496,2.978067326,2.042103309,9.019289616
18.39580005,2.034558531,6.442768682,19.32830605,25.43198164,4.916849784,9.494606479,5.255942872,6.951408315,2.967064525,7.629594492,2.712744708,8.053460853,1.865011987,14.83532262,2.712744708,7.375274676,2.967064525,2.034558531,8.985966847
18.4226556,2.03752873,6.452174311,19.35652293,25.46910912,4.924027764,9.508467406,5.263615886,6.961556494,2.971396064,7.640732737,2.716704973,8.065217889,1.867734669,14.85698032,2.716704973,7.386041646,2.971396064,2.03752873,8.999085224
18.37810734,2.032601733,6.436572155,19.30971646,25.40752166,4.912120855,9.485474754,5.25088781,6.944722588,2.964210861,7.622256499,2.710135644,8.045715193,1.863218255,14.8210543,2.710135644,7.368181282,2.964210861,2.032601733,8.977324321
18.40855234,2.035968922,6.44723492,19.34170476,25.44961152,4.920258228,9.501188303,5.259586382,6.95622715,2.969121345,7.634883457,2.714625229,8.05904365,1.866304845,14.84560672,2.714625229,7.380387342,2.969121345,2.035968922,8.992196072
18.41407807,2.036580064,6.449170201,19.3475106,25.45725079,4.921735154,9.504040296,5.261165164,6.958315217,2.970012593,7.637175238,2.715440085,8.061462751,1.866865058,14.85006296,2.715440085,7.38260273,2.970012593,2.036580064,8.994895281
18.43808288,2.039234973,6.457577413,19.37273224,25.49043716,4.928151184,9.516429872,5.268023679,6.967386156,2.973884335,7.647131147,2.718979963,8.071971766,1.869298725,14.86942167,2.718979963,7.392226776,2.973884335,2.039234973,9.006621129
18.45422363,2.041020125,6.463230397,19.38969119,25.51275157,4.932465303,9.524760585,5.272635324,6.973485429,2.976487683,7.65382547,2.721360167,8.079037997,1.870935115,14.88243841,2.721360167,7.398697955,2.976487683,2.041020125,9.014505554
18.42332609,2.037602885,6.452409137,19.35722741,25.47003607,4.924206973,9.508813465,5.263807454,6.961809859,2.971504208,7.64101082,2.716803847,8.065511421,1.867802645,14.85752104,2.716803847,7.38631046,2.971504208,2.037602885,8.999412744
18.43082807,2.038432598,6.45503656,19.36510968,25.48040747,4.926212111,9.512685456,5.265950878,6.964644709,2.972714205,7.644122242,2.71791013,8.0687957,1.868563215,14.86357103,2.71791013,7.389318167,2.972714205,2.038432598,9.003077307
18.45467196,2.04106971,6.463387414,19.39016224,25.51337137,4.932585132,9.524991978,5.272763417,6.973654841,2.976559993,7.654011411,2.721426279,8.079234267,1.870980567,14.88279997,2.721426279,7.398877697,2.976559993,2.04106971,9.014724551
18.36935508,2.031633741,6.433506847,19.30052054,25.39542176,4.909781541,9.480957458,5.248387164,6.941415282,2.962799206,7.618626529,2.708844988,8.041883558,1.862330929,14.81399603,2.708844988,7.364672311,2.962799206,2.031633741,8.973049023
18.38224832,2.033059722,6.438022454,19.31406736,25.41324653,4.913227662,9.487612037,5.252070949,6.946287384,2.964878762,7.623973958,2.710746296,8.047528067,1.863638079,14.82439381,2.710746296,7.369841493,2.964878762,2.033059722,8.979347106
18.38151755,2.0329789,6.437766516,19.31329955,25.41223625,4.913032341,9.487234865,5.251862158,6.946011241,2.964760895,7.623670874,2.710638533,8.047208145,1.863563991,14.82380448,2.710638533,7.369548512,2.964760895,2.0329789,8.978990141
18.40135264,2.035172642,6.444713367,19.3341401,25.43965803,4.918333885,9.49747233,5.257529325,6.953506527,2.967960103,7.631897408,2.713563523,8.055891708,1.865574922,14.83980052,2.713563523,7.377500827,2.967960103,2.035172642,8.988679169
18.40000592,2.035023696,6.444241703,19.33272511,25.4377962,4.917973931,9.496777246,5.257144547,6.952997627,2.96774289,7.631338859,2.713364928,8.055302129,1.865438388,14.83871445,2.713364928,7.376960897,2.96774289,2.035023696,8.988021323
18.41578228,2.036768548,6.449767068,19.3493012,25.45960685,4.922190657,9.504919889,5.261652081,6.958959204,2.970287465,7.637882054,2.715691397,8.062208834,1.867037835,14.85143733,2.715691397,7.383285985,2.970287465,2.036768548,8.995727752
18.43877162,2.039311147,6.457818633,19.3734559,25.49138934,4.928335273,9.516785355,5.268220464,6.96764642,2.973995423,7.647416803,2.71908153,8.072273292,1.869368552,14.86997712,2.71908153,7.392502909,2.973995423,2.039311147,9.006957568
18.38571903,2.03344358,6.439238002,19.31771401,25.41804475,4.914155317,9.489403371,5.253062581,6.947598897,2.965438554,7.625413424,2.711258106,8.049047503,1.863989948,14.82719277,2.711258106,7.371232976,2.965438554,2.03344358,8.981042477
18.39088701,2.034015154,6.441047986,19.32314396,25.42518942,4.915536621,9.492070717,5.254539147,6.949551775,2.966272099,7.627556826,2.712020205,8.051309983,1.864513891,14.8313605,2.712020205,7.373304932,2.966272099,2.034015154,8.983566928
18.42520923,2.037811159,6.45306867,19.35920601,25.47263949,4.924710301,9.509785409,5.264345494,6.96252146,2.97180794,7.641791846,2.717081545,8.066335838,1.867993562,14.8590397,2.717081545,7.387065452,2.97180794,2.037811159,9.000332619
18.43830414,2.039259444,6.457654905,19.37296472,25.49074305,4.928210322,9.516544071,5.268086896,6.967469766,2.973920022,7.647222914,2.719012592,8.072068632,1.869321157,14.86960011,2.719012592,7.392315484,2.973920022,2.039259444,9.00672921
18.44728244,2.040252435,6.460799378,19.38239813,25.50315544,4.930610052,9.521178031,5.270652124,6.970862487,2.975368135,7.650946632,2.72033658,8.075999223,1.870231399,14.87684067,2.72033658,7.395915078,2.975368135,2.040252435,9.011114922
18.44738632,2.040263925,6.460835763,19.38250729,25.50329907,4.930637819,9.521231651,5.270681807,6.970901745,2.975384891,7.65098972,2.7203519,8.076044704,1.870241931,14.87692445,2.7203519,7.395956729,2.975384891,2.040263925,9.01116567
18.46561101,2.042279559,6.467218603,19.40165581,25.52849449,4.935508934,9.530637942,5.275888861,6.977788493,2.978324357,7.658548346,2.723039412,8.084023254,1.872089596,14.89162178,2.723039412,7.403263401,2.978324357,2.042279559,9.020068052
18.48032495,2.043906907,6.472371872,19.41711562,25.54883634,4.939441692,9.538232233,5.280092843,6.983348599,2.980697573,7.664650901,2.725209209,8.09046484,1.873581331,14.90348786,2.725209209,7.409162538,2.980697573,2.043906907,9.027255506
18.47231264,2.043020753,6.469565717,19.40869715,25.53775941,4.937300152,9.534096846,5.277803611,6.980320905,2.979405264,7.661327823,2.72402767,8.086957146,1.872769023,14.89702632,2.72402767,7.405950229,2.979405264,2.043020753,9.023341658
18.53229218,2.049654434,6.490572375,19.47171712,25.62068043,4.953331549,9.565054026,5.294940622,7.002985983,2.989079383,7.686204128,2.732872579,8.113215469,1.878849898,14.94539692,2.732872579,7.429997324,2.989079383,2.049654434,9.052640418
18.54318109,2.050858738,6.494386005,19.48315802,25.63573423,4.956241951,9.570674113,5.298051741,7.00710069,2.99083566,7.690720269,2.734478318,8.117982506,1.879953844,14.9541783,2.734478318,7.434362927,2.99083566,2.050858738,9.057959428
18.57664722,2.054560061,6.506106859,19.51832058,25.68200076,4.965186814,9.587946951,5.307613491,7.019746875,2.996233422,7.704600228,2.739413414,8.132633574,1.883346722,14.98116711,2.739413414,7.447780221,2.996233422,2.054560061,9.074306935
18.64126134,2.061706324,6.528736692,19.58621008,25.77132905,4.982456949,9.621296178,5.32607467,7.044163273,3.006655056,7.731398715,2.748941765,8.160920865,1.889897464,15.03327528,2.748941765,7.473685424,3.006655056,2.061706324,9.105869597
18.74516262,2.073197709,6.565126077,19.69537823,25.91497136,5.010227796,9.67492264,5.355760747,7.083425505,3.023413325,7.774491408,2.764263612,8.206407597,1.900431233,15.11706663,2.764263612,7.515341694,3.023413325,2.073197709,9.156623213
18.77817241,2.076848561,6.576687111,19.73006133,25.96060702,5.01905069,9.691959953,5.365192117,7.095899251,3.028737485,7.788182105,2.769131415,8.220858889,1.903777848,15.14368743,2.769131415,7.528576035,3.028737485,2.076848561,9.172747813
18.84035628,2.08372604,6.598465793,19.79539738,26.0465755,5.035671263,9.724054852,5.382958936,7.119397302,3.038767141,7.813972649,2.778301386,8.248082241,1.910082203,15.19383571,2.778301386,7.553506894,3.038767141,2.08372604,9.203123342
18.7135409,2.069700376,6.554051192,19.66215358,25.87125471,5.00177591,9.658601757,5.346725973,7.071476286,3.018313049,7.761376412,2.759600502,8.19256399,1.897225345,15.09156525,2.759600502,7.502663865,3.018313049,2.069700376,9.141176663
18.86285354,2.086214217,6.606345019,19.81903506,26.07767771,5.041684357,9.735666344,5.389386726,7.127898574,3.042395733,7.823303313,2.781618956,8.257931274,1.912363032,15.21197866,2.781618956,7.562526535,3.042395733,2.086214217,9.21411279
18.91083452,2.091520868,6.623149416,19.86944825,26.14401085,5.054508765,9.760430718,5.403095576,7.146029633,3.050134599,7.843203256,2.788694491,8.27893677,1.917227462,15.250673,2.788694491,7.581763147,3.050134599,2.091520868,9.237550501
19.01244812,2.102759239,6.658737591,19.97621277,26.28449049,5.081668162,9.81287645,5.432128035,7.184427401,3.066523891,7.885347147,2.803678986,8.323421989,1.927529303,15.33261945,2.803678986,7.622502242,3.066523891,2.102759239,9.28718664
19.11641535,2.114257918,6.695150075,20.08545023,26.42822398,5.109456636,9.866536953,5.461832956,7.223714555,3.083292798,7.928467194,2.819010558,8.368937594,1.938069759,15.41646399,2.819010558,7.664184954,3.083292798,2.114257918,9.337972473
19.27373782,2.131657639,6.750249191,20.25074757,26.64572049,5.151505962,9.94773565,5.506782235,7.283163601,3.108667391,7.993716147,2.842210186,8.437811489,1.954019503,15.54333695,2.842210186,7.727258942,3.108667391,2.131657639,9.41482124
19.31918381,2.136683924,6.766165759,20.29849728,26.70854905,5.163652816,9.971191645,5.519766803,7.30033674,3.115997389,8.012564715,2.848911899,8.457707199,1.95862693,15.57998695,2.848911899,7.745479224,3.115997389,2.136683924,9.437020664
19.37682266,2.143058728,6.786352638,20.35905791,26.7882341,5.179058592,10.00094073,5.536235047,7.32211732,3.125293978,8.03647023,2.857411637,8.482940798,1.964470501,15.62646989,2.857411637,7.768587889,3.125293978,2.143058728,9.465176048
19.50613842,2.157360931,6.831642949,20.49492885,26.96701164,5.21362225,10.06768435,5.573182406,7.370983182,3.146151358,8.090103492,2.876481242,8.539553686,1.977580854,15.73075679,2.876481242,7.820433376,3.146151358,2.157360931,9.528344113
19.65622802,2.173960703,6.884208893,20.65262668,27.17450879,5.253738365,10.14514995,5.616065149,7.427699068,3.170359358,8.152352636,2.898614271,8.605261116,1.992797311,15.85179679,2.898614271,7.880607548,3.170359358,2.173960703,9.601659771
19.76062296,2.185506687,6.920771175,20.76231353,27.31883359,5.28164116,10.19903121,5.645892274,7.467147847,3.187197252,8.195650076,2.914008916,8.650963969,2.00338113,15.93598626,2.914008916,7.92246174,3.187197252,2.185506687,9.652654534
19.82114116,2.192199944,6.941966489,20.82589947,27.4024993,5.297816531,10.23026641,5.663183189,7.490016475,3.196958252,8.22074979,2.922933259,8.677458112,2.009516615,15.98479126,2.922933259,7.946724797,3.196958252,2.192199944,9.682216419
19.91810811,2.202924399,6.975927264,20.92778179,27.53655499,5.323733964,10.28031386,5.690888031,7.526658363,3.212598082,8.260966496,2.937232532,8.71990908,2.019347366,16.06299041,2.937232532,7.985600947,3.212598082,2.202924399,9.729582763
19.9814273,2.209927444,6.998103572,20.99431072,27.62409305,5.340657989,10.31299474,5.70897923,7.550585433,3.222810856,8.287227914,2.946569925,8.747629465,2.025766824,16.11405428,2.946569925,8.010986984,3.222810856,2.209927444,9.760512877
20.1276473,2.226099241,7.049314262,21.14794279,27.82624051,5.379739832,10.38846312,5.750756372,7.605839073,3.246394726,8.347872153,2.968132321,8.811642828,2.040590971,16.23197363,2.968132321,8.069609748,3.246394726,2.226099241,9.831938313
20.30416752,2.245622215,7.111137013,21.33341104,28.07027768,5.426920352,10.47957033,5.801190721,7.672542566,3.27486573,8.421083305,2.994162953,8.888921266,2.05848703,16.37432865,2.994162953,8.140380528,3.27486573,2.245622215,9.918164781
20.46654472,2.263580983,7.168006447,21.50401934,28.29476229,5.47032071,10.56337792,5.847584207,7.733901693,3.301055601,8.488428688,3.018107978,8.960008059,2.074949235,16.505278,3.018107978,8.205481065,3.301055601,2.263580983,9.997482676
20.57290686,2.275344538,7.205257702,21.61577311,28.44180672,5.498749299,10.61827451,5.877973389,7.774093837,3.318210784,8.532542016,3.033792717,9.006572128,2.085732493,16.59105392,3.033792717,8.248123949,3.318210784,2.275344538,10.04943837
20.7478463,2.294692678,7.266526813,21.79958044,28.68365847,5.545507305,10.70856583,5.927956085,7.840199983,3.346426822,8.605097542,3.059590237,9.083158517,2.103468288,16.73213411,3.059590237,8.318260957,3.346426822,2.294692678,10.13489266
20.82396199,2.303111004,7.293184845,21.87955453,28.78888755,5.565851592,10.74785135,5.949703426,7.868962596,3.358703547,8.636666264,3.070814672,9.116481056,2.111185087,16.79351773,3.070814672,8.348777388,3.358703547,2.303111004,10.1720736
21.03759814,2.326738965,7.368006723,22.10402017,29.08423706,5.622952499,10.85811517,6.010742327,7.949691464,3.393160991,8.725271119,3.10231862,9.210008404,2.132844051,16.96580495,3.10231862,8.434428749,3.393160991,2.326738965,10.27643043
21.22304789,2.347249536,7.432956866,22.2988706,29.34061921,5.672519713,10.95383117,6.063727969,8.01976925,3.423072241,8.802185762,3.129666049,9.291196082,2.151645408,17.1153612,3.129666049,8.50877957,3.423072241,2.347249536,10.36701879
21.39538867,2.366310268,7.493315849,22.47994755,29.57887835,5.718583148,11.04278125,6.112968193,8.084893416,3.450869141,8.873663506,3.155080358,9.366644811,2.169117746,17.25434571,3.155080358,8.577874722,3.450869141,2.366310268,10.45120368
21.508138,2.37878024,7.532804093,22.59841228,29.734753,5.748718913,11.10097445,6.145182286,8.127499153,3.469054516,8.9204259,3.171706987,9.416005116,2.180548553,17.34527258,3.171706987,8.62307837,3.469054516,2.37878024,10.50627939
21.63650261,2.392977247,7.577761283,22.73328385,29.91221559,5.783028348,11.16722715,6.181857889,8.176005595,3.489758486,8.973664678,3.19063633,9.472201604,2.193562477,17.44879243,3.19063633,8.674542522,3.489758486,2.392977247,10.56898284
21.67501712,2.397236917,7.591250237,22.77375071,29.96546146,5.793322549,11.18710561,6.192862035,8.190559466,3.495970504,8.989638438,3.196315889,9.489062796,2.197467174,17.47985252,3.196315889,8.689983824,3.495970504,2.397236917,10.58779638
21.65683844,2.395226372,7.584883511,22.75465053,29.94032965,5.788463732,11.17772307,6.187668127,8.183690104,3.493038459,8.982098894,3.193635162,9.481104388,2.195624174,17.46519229,3.193635162,8.682695598,3.493038459,2.395226372,10.57891648
21.70709185,2.400784352,7.602483781,22.80745134,30.0098044,5.801895517,11.20366031,6.202026242,8.202679868,3.501143846,9.002941319,3.201045802,9.503104726,2.200718989,17.50571923,3.201045802,8.702843275,3.501143846,2.400784352,10.60346422
21.84729708,2.416290921,7.651587917,22.95476375,30.20363652,5.839369726,11.2760243,6.24208488,8.255660648,3.523757593,9.061090955,3.221721228,9.564484897,2.214933344,17.61878797,3.221721228,8.759054589,3.523757593,2.416290921,10.67195157
22.08609761,2.44270204,7.735223126,23.20566938,30.5337755,5.903196596,11.39927619,6.310313602,8.345898636,3.562273808,9.160132649,3.256936053,9.669028907,2.239143536,17.81136904,3.256936053,8.854794894,3.562273808,2.44270204,10.78860068
22.25625454,2.46152124,7.794817259,23.38445178,30.7690155,5.948676329,11.48709912,6.358929869,8.410197569,3.589718475,9.230704649,3.28202832,9.743521574,2.25639447,17.94859237,3.28202832,8.923014494,3.589718475,2.46152124,10.87171881
22.39458862,2.476820861,7.843266059,23.52979818,30.96026076,5.985650414,11.55849735,6.39845389,8.462471274,3.612030422,9.288078228,3.302427814,9.804082574,2.270419122,18.06015211,3.302427814,8.97847562,3.612030422,2.476820861,10.93929214
22.55739829,2.49482746,7.900286957,23.70086087,31.18534325,6.029166362,11.64252815,6.444970939,8.523993822,3.638290046,9.355602976,3.326436614,9.875358697,2.286925172,18.19145023,3.326436614,9.043749543,3.638290046,2.49482746,11.01882128
22.68849865,2.50932704,7.946202293,23.83860688,31.366588,6.064207013,11.71019285,6.482428186,8.573534053,3.659435266,9.409976399,3.345769386,9.932752866,2.300216453,18.29717633,3.345769386,9.096310519,3.659435266,2.50932704,11.08286109
22.77852825,2.519284231,7.977733398,23.93320019,31.49105288,6.088270224,11.75665974,6.50815093,8.607554455,3.67395617,9.447315865,3.359045641,9.972166747,2.309343878,18.36978085,3.359045641,9.132405337,3.67395617,2.519284231,11.12683869
23.00433039,2.544257739,8.056816175,24.17044852,31.80322174,6.14862287,11.87320278,6.572665827,8.692880609,3.71037587,9.540966523,3.392343652,10.07102022,2.332236261,18.55187935,3.392343652,9.222934305,3.71037587,2.544257739,11.23713835
23.02929351,2.547018637,8.065559019,24.19667706,31.83773297,6.15529504,11.88608697,6.579798147,8.702313678,3.71440218,9.55131989,3.39602485,10.08194877,2.334767084,18.5720109,3.39602485,9.232942561,3.71440218,2.547018637,11.24933232
23.12673703,2.5577958,8.099686701,24.2990601,31.9724475,6.181339851,11.9363804,6.607639151,8.739135651,3.730118875,9.591734251,3.4103944,10.12460838,2.34464615,18.65059438,3.4103944,9.272009776,3.730118875,2.5577958,11.29693145
23.25855083,2.572374286,8.145851905,24.43755572,32.15467857,6.216571191,12.00441333,6.645300238,8.788945476,3.751379167,9.646403572,3.429832381,10.18231488,2.358009762,18.75689583,3.429832381,9.324856786,3.751379167,2.572374286,11.36131976
23.37012265,2.584714026,8.184927748,24.55478324,32.30892532,6.246392228,12.06199879,6.677177899,8.831106254,3.769374621,9.692677596,3.446285367,10.23115968,2.36932119,18.8468731,3.446285367,9.369588343,3.769374621,2.584714026,11.41582028
23.50434432,2.599558819,8.231936259,24.69580878,32.49448523,6.282267145,12.13127449,6.715526948,8.881825964,3.791023277,9.74834557,3.466078425,10.28992032,2.382928917,18.95511639,3.466078425,9.423400718,3.791023277,2.599558819,11.48138478
23.56709984,2.606499521,8.253915151,24.76174545,32.58124402,6.29904051,12.16366443,6.733457097,8.905540031,3.801145135,9.774373205,3.475332695,10.31739394,2.389291228,19.00572568,3.475332695,9.448560764,3.801145135,2.606499521,11.51203955
23.64683501,2.615318158,8.281840834,24.8455225,32.69147698,6.320352215,12.20481807,6.756238575,8.935670373,3.814005647,9.807443093,3.487090877,10.35230104,2.397374978,19.07002824,3.487090877,9.480528323,3.814005647,2.615318158,11.55098853
23.65531886,2.616256464,8.284812137,24.85443641,32.7032058,6.322619789,12.20919683,6.758662533,8.938876253,3.81537401,9.810961741,3.488341952,10.35601517,2.398235092,19.07687005,3.488341952,9.483929683,3.81537401,2.616256464,11.55513272
23.74317425,2.625973188,8.315581763,24.94674529,32.82466486,6.346101872,12.25454155,6.78376407,8.972075061,3.829544233,9.847399457,3.501297585,10.3944772,2.407142089,19.14772117,3.501297585,9.519152808,3.829544233,2.625973188,11.59804825
23.77195817,2.629156664,8.325662768,24.9769883,32.8644583,6.35379527,12.26939776,6.791988048,8.982951934,3.834186801,9.859337489,3.505542218,10.40707846,2.410060275,19.17093401,3.505542218,9.530692906,3.834186801,2.629156664,11.6121086
